major,contig,power,maxdem,mindem,years,class
0,1,0.460431695,-9,-10,0,1
0,0,0.078869902,10,10,16,0
0,0,0.1875453,-7,-7,21,0
1,0,0.0042599,10,-7,22,0
1,0,0.0046822,10,-8,15,1
0,0,0.174403697,9,-8,36,0
0,0,0.925770283,3,-9,6,0
0,1,0.690835774,-8,-10,5,1
1,0,0.049195599,10,-7,28,0
0,0,0.279696912,-7,-8,36,0
0,0,0.258233905,10,-5,36,0
0,1,0.029909501,10,-7,7,1
1,1,0.473244905,10,-7,2,1
0,0,0.787472486,8,-9,36,1
0,0,0.119520299,-7,-9,28,0
0,0,0.943396211,10,-7,36,0
0,0,0.965321183,10,-7,26,0
1,1,0.072420798,-7,-7,10,1
1,1,0.0837446,-6,-7,1,1
0,1,0.205073595,2,-7,1,1
1,0,0.002005,10,-6,7,0
0,1,0.282745689,-6,-7,1,1
0,0,0.237261996,-7,-7,36,0
0,0,0.310447693,-7,-7,22,0
0,0,0.461741388,-6,-7,22,0
0,1,0.945668101,-6,-7,22,0
0,0,0.043060999,4,-7,36,0
1,0,0.196550399,10,-7,1,1
0,0,0.567164183,6,-7,22,0
0,0,0.595392883,10,9,34,0
0,0,0.073676102,-7,-10,14,0
1,1,0.101653904,-7,-8,10,0
0,0,0.314539999,-2,-7,17,0
0,0,0.121430799,8,-9,21,0
1,0,0.119119003,10,-9,0,1
1,1,0.041683599,10,-7,0,1
0,1,0.29319641,5,-7,26,1
0,0,0.162466303,-5,-7,23,0
0,0,0.583425403,-7,-7,21,0
0,1,0.237990901,-7,-7,0,1
1,0,0.604128003,8,-7,21,0
0,0,0.0247966,1,-7,23,0
0,0,0.210757107,5,-10,35,0
0,0,0.948388875,10,10,37,0
0,1,0.230334207,-6,-7,0,1
1,1,0.881268501,10,-7,0,1
0,0,0.358380198,10,4,37,0
0,0,0.615443587,10,8,37,0
0,0,0.346292406,5,-6,35,0
0,0,0.355586797,-7,-9,22,0
0,0,0.0077342,10,-7,22,0
0,0,0.398791611,-7,-7,20,0
0,0,0.928813577,7,-6,37,0
1,0,0.0586592,10,-7,31,0
0,1,0.4808743,-9,-9,0,1
0,0,0.140217394,-7,-9,23,0
0,1,0.180892095,8,-7,1,1
0,0,0.50859952,-7,-7,22,0
1,0,0.550704181,8,-9,29,0
0,0,0.0947593,10,1,34,0
0,0,0.560498178,10,-9,25,0
0,1,0.808505476,2,-8,0,1
0,1,0.086843997,7,-3,37,0
1,0,0.034780301,5,-7,26,1
0,0,0.0182673,10,-7,23,0
0,1,0.132064104,-6,-10,2,1
0,0,0.93574661,-7,-9,30,0
0,0,0.614664614,6,-7,8,0
0,1,0.625274122,9,-5,3,1
0,0,0.267352194,3,-9,21,0
0,0,0.0194644,8,-9,23,0
0,0,0.540830016,8,-5,21,0
0,0,0.46058619,-7,-7,22,0
0,0,0.040752299,10,-9,15,0
0,0,0.997570872,-7,-8,23,0
0,0,0.040094402,-5,-7,29,0
0,1,0.525033772,10,-5,4,1
0,1,0.310437411,8,-7,0,1
0,0,0.510695219,-7,-8,22,0
0,0,0.190557003,-7,-8,37,0
0,0,0.408720493,8,-10,37,0
0,0,0.391642302,10,-7,23,0
0,0,0.015940299,-9,-10,15,0
0,1,0.663325012,-7,-7,3,1
0,0,0.216735199,-8,-9,20,0
0,0,0.020246999,10,-7,23,0
1,1,0.1868058,-7,-7,0,1
0,0,0.186234802,-6,-8,8,0
0,0,0.865196526,-5,-7,34,0
0,0,0.118657097,-2,-3,37,0
0,1,0.199715003,4,-8,8,1
1,0,0.51485908,10,8,0,1
1,0,0.0010767,10,10,17,0
0,0,0.953159809,-7,-9,19,0
0,0,0.193801194,-5,-8,8,0
0,0,0.006269,9,-8,18,0
1,0,0.137574196,10,-6,1,1
1,1,0.109978303,-6,-7,0,1
0,0,0.212095305,-5,-8,23,0
0,0,0.163291693,-3,-7,31,1
0,0,0.313662112,10,1,18,0
0,0,0.0912259,10,-6,23,0
0,1,0.222102001,2,-7,0,1
0,0,0.205479503,10,9,18,0
0,0,0.269493788,-7,-10,12,0
0,0,0.835287571,1,-10,12,0
0,0,0.634086311,10,7,37,0
0,0,0.0164949,1,-9,23,0
0,0,0.713154376,8,-9,0,1
0,0,0.065421298,-3,-9,37,0
0,1,0.521213293,8,-6,0,1
1,1,0.135530397,1,-7,4,1
0,0,0.168580905,-7,-7,8,0
1,1,0.0184971,10,-7,2,1
0,0,0.150782302,-7,-9,37,0
0,1,0.602776885,8,-3,37,1
0,0,0.637299299,10,-2,37,0
0,0,0.883826911,10,-7,23,0
0,1,0.0538796,10,-5,4,1
0,1,0.81397891,1,-9,0,1
0,0,0.188710004,1,-6,18,0
0,0,0.293742687,10,8,37,0
0,0,0.0104575,-7,-7,17,0
0,0,0.34557879,10,9,37,0
0,0,0.283168793,9,-9,35,0
0,0,0.872499824,7,-10,23,0
1,0,0.042705901,10,-9,9,1
0,1,0.737213373,-6,-10,38,1
0,1,0.919262171,-7,-7,0,1
1,1,0.189833,-7,-7,0,1
0,0,0.208333403,8,-7,38,0
0,0,0.431457788,-6,-7,38,0
0,0,0.214168102,10,1,16,0
0,0,0.573432684,10,7,38,0
0,0,0.210667297,10,-7,38,0
0,0,0.149684906,-7,-10,13,0
0,0,0.363718897,10,10,38,0
1,1,0.87348038,10,-7,0,1
0,0,0.041891199,10,-9,24,1
0,0,0.069383301,10,-7,24,0
1,0,0.696371019,10,-6,32,1
0,0,0.866601884,10,-7,12,0
0,1,0.304694414,8,-7,0,1
0,0,0.039489899,-6,-9,38,1
0,0,0.280713111,-7,-8,9,0
0,0,0.268725008,-7,-9,22,0
0,0,0.457723707,5,-8,36,0
0,1,0.808727384,1,-9,0,1
0,0,0.79266572,-5,-9,38,0
0,1,0.328327805,9,-3,38,0
0,1,0.108772501,-3,-6,0,1
0,1,0.957876384,7,-9,18,1
0,0,0.849477589,-7,-8,35,0
0,0,0.042128101,10,-9,22,0
0,0,0.245905504,7,-7,31,0
0,1,0.771042585,2,-8,0,1
0,0,0.996780574,10,-6,38,1
0,0,0.057317302,-6,-8,7,0
1,0,0.073997296,10,-7,12,0
0,0,0.116323598,-7,-8,24,0
1,1,0.743008077,10,8,38,1
0,0,0.237714306,-2,-7,18,0
0,0,0.885873675,8,7,38,0
0,1,0.571487129,8,-6,0,1
0,0,0.355555505,-7,-9,20,0
0,0,0.046896599,9,-7,19,0
0,0,0.498148799,5,-9,20,0
1,0,0.543021083,10,-9,13,1
0,0,0.134091496,10,-3,38,0
0,0,0.537526011,-7,-9,38,0
0,0,0.276676893,10,8,38,0
0,0,0.233492896,-2,-8,19,0
0,0,0.092387602,8,-8,17,0
0,0,0.199246004,-9,-10,20,0
0,0,0.260494113,8,-9,37,1
0,1,0.388183504,-7,-8,0,1
1,1,0.450460702,10,-7,0,1
0,0,0.965758204,-8,-9,20,0
0,1,0.033997498,8,5,36,1
0,0,0.558802009,10,-6,29,1
0,0,0.610430121,8,-10,38,0
0,1,0.028388999,10,-7,1,1
0,0,0.516547203,7,-9,22,0
0,0,0.675958216,7,-7,28,0
1,0,0.0005592,9,-7,19,0
0,0,0.157407403,9,6,19,0
0,0,0.0143093,10,-6,9,0
1,0,0.151952505,10,-6,0,1
0,1,0.466486812,8,7,2,1
0,0,0.175395802,10,-7,18,0
0,0,0.038784299,10,-7,18,0
1,0,0.294688314,10,9,1,0
0,0,0.01282,10,-8,32,0
0,0,0.71916008,3,-2,19,0
0,0,0.473498195,-7,-7,18,0
0,0,0.566666722,9,-8,13,0
0,0,0.507936478,-7,-7,24,0
0,0,0.097859398,-7,-8,24,0
1,1,0.1539772,10,8,38,0
0,0,0.171356693,-7,-9,24,0
0,0,0.724205494,10,5,36,0
0,0,0.602966905,10,-8,23,0
0,0,0.333750188,10,-9,38,1
0,0,0.195532307,-8,-8,36,0
0,0,0.102583803,2,-7,22,0
0,0,0.782811522,2,-9,38,0
1,0,0.0046034,10,8,38,0
0,1,0.373263687,-5,-7,0,1
0,0,0.54529959,10,-6,38,0
0,0,0.225909695,7,-7,24,0
0,1,0.505071282,8,7,0,1
0,1,0.992848814,-5,-9,3,1
0,0,0.120422103,10,-9,22,0
0,0,0.145549893,-7,-7,24,0
0,0,0.751955926,10,-7,27,0
1,0,0.036440302,10,6,38,0
0,0,0.111475296,9,-6,19,0
0,1,0.875709414,-5,-7,31,0
0,0,0.0292977,9,-9,19,0
0,0,0.067923702,-5,-9,38,1
0,0,0.617834091,10,-7,21,0
0,0,0.130068094,10,10,38,1
0,0,0.067875102,-7,-8,37,0
0,1,0.019266799,10,4,18,1
0,0,0.353411198,8,-6,37,1
0,0,0.041098598,2,-7,18,0
0,1,0.42238909,-5,-7,0,1
1,0,0.147623107,10,-6,0,1
0,0,0.460108012,-6,-7,28,0
0,0,0.060356598,-6,-9,0,1
0,0,0.646017671,10,-5,29,0
0,0,0.117849201,-4,-7,32,0
0,0,0.983467579,-2,-7,20,0
0,0,0.685314715,-7,-9,25,0
0,0,0.793650687,10,-7,23,0
0,0,0.702439129,-7,-7,23,0
0,0,0.061309598,-7,-8,19,0
0,0,0.117183402,10,9,23,0
0,0,0.138105601,10,6,39,0
0,1,0.112921201,-6,-8,0,1
0,0,0.235224202,10,1,36,0
0,0,0.497461885,-7,-7,25,0
0,0,0.237061694,-7,-9,25,0
0,0,0.134445295,9,-7,23,0
0,0,0.567931116,10,-5,39,0
0,0,0.842594683,10,-6,39,1
1,1,0.183650106,1,-7,8,1
1,0,0.827505171,8,-6,39,1
0,1,0.856115103,9,-9,0,1
0,0,0.0604994,10,-7,25,0
0,0,0.051276699,-4,-7,25,0
1,0,0.103014201,10,-7,0,1
0,0,0.40368849,10,-7,25,0
0,1,0.409745306,10,-1,0,1
0,0,0.0081567,10,-10,17,0
0,1,0.473783702,10,-7,0,1
0,1,0.991195023,-7,-7,9,1
0,0,0.0147059,-10,-10,17,0
0,0,0.092022799,10,-8,39,0
1,1,0.948795319,10,-7,0,1
0,1,0.794487119,2,-8,0,1
0,0,0.0379279,10,-9,0,1
1,0,0.031876098,9,-7,10,0
0,1,0.694658875,-6,-10,0,1
0,0,0.1326368,10,10,0,1
1,0,0.0006803,10,-7,17,0
0,0,0.270722389,8,-6,39,0
1,0,0.0810422,8,-8,24,0
0,1,0.0195162,10,4,0,1
0,1,0.843298912,8,6,8,1
0,0,0.382231414,-7,-10,14,0
0,1,0.303745002,8,-4,0,1
0,0,0.174879804,-3,-7,14,0
0,0,0.544605374,10,-7,32,0
0,0,0.606000721,10,-6,39,1
0,0,0.0062873,9,-6,20,0
1,0,0.096548602,10,-9,22,1
0,0,0.1842345,-7,-9,10,0
0,0,0.089049898,9,-7,25,0
0,0,0.394705206,10,-8,25,0
1,0,0.783035517,10,-6,0,1
0,0,0.546632171,8,-10,14,0
0,0,0.803266823,-5,-7,29,0
0,0,0.526835084,-7,-7,13,0
0,0,0.967437387,1,-6,36,1
1,0,0.063153401,10,8,39,1
0,0,0.104981102,-9,-9,39,0
0,0,0.153467402,8,-10,39,0
0,1,0.384885788,10,10,39,0
0,1,0.336593211,-7,-8,0,1
0,0,0.457984,-6,-7,39,0
0,0,0.654958129,10,-9,39,1
0,0,0.83307147,1,-9,2,1
1,1,0.198350698,-7,-7,0,1
0,0,0.582195401,10,-9,23,0
0,0,0.068623498,4,-7,25,0
1,1,0.613414526,8,-7,5,1
0,1,0.979733229,7,-9,0,1
0,0,0.226401001,10,1,36,0
0,0,0.830314577,10,-7,39,0
1,0,0.0203779,8,-7,25,0
0,0,0.053856298,8,-7,19,0
0,1,0.614369988,-7,-8,4,1
0,1,0.591015875,5,-6,4,1
0,0,0.156053096,-1,-9,39,0
0,1,0.189925894,4,-8,1,0
0,0,0.187741205,10,-6,3,1
0,0,0.224087805,-8,-9,18,0
0,0,0.490388513,9,-7,39,0
0,0,0.894868016,-7,-9,14,0
0,0,0.623639226,-7,-8,25,0
0,0,0.761297822,10,5,28,0
0,0,0.673392177,9,-8,25,0
0,0,0.467103511,10,-9,30,1
0,0,0.626083076,10,-6,39,1
0,1,0.164232403,-8,-9,9,1
0,0,0.625968516,10,-6,0,1
0,0,0.473135501,9,-8,29,1
0,0,0.864259005,-7,-8,18,0
0,0,0.0726256,-5,-7,20,0
0,1,0.603878081,-7,-9,11,1
0,0,0.740526319,7,2,40,0
0,0,0.879517972,10,-7,26,0
0,0,0.627386928,10,-9,24,0
0,1,0.1277069,-6,-10,0,1
0,0,0.29747501,-7,-7,40,0
0,0,0.280619711,7,-9,40,0
0,0,0.507763982,1,-9,21,1
1,1,0.121326797,-6,-7,2,1
0,0,0.0409883,-7,-7,26,0
0,0,0.368421108,8,-10,25,0
0,0,0.920715988,-7,-7,24,0
0,0,0.105354898,-5,-7,14,0
0,0,0.691927612,-7,-9,15,0
0,0,0.560747623,9,-7,25,0
0,0,0.125773698,-4,-9,22,0
0,0,0.696369588,-7,-7,24,0
0,0,0.94020623,10,-2,40,0
0,0,0.923455477,8,-9,40,0
1,0,0.0139714,10,-7,0,1
0,0,0.195844293,10,6,40,0
1,0,0.688765585,10,-6,0,1
0,0,0.354322314,-2,-7,26,0
1,1,0.185296893,-7,-7,0,1
0,0,0.112069003,-7,-10,15,0
0,1,0.018282499,10,4,0,1
0,1,0.71605742,-6,-10,0,1
0,0,0.0255889,10,-7,40,0
0,0,0.890499175,-6,-10,15,0
0,1,0.429893315,-7,-7,1,1
0,1,0.529971778,7,-7,33,1
0,0,0.946421385,8,-7,37,1
1,0,0.0926186,10,-7,23,0
0,1,0.994911015,-7,-7,0,1
1,1,0.923551798,10,-7,0,1
0,1,0.064440504,9,7,40,0
0,1,0.88760078,7,-6,4,1
0,0,0.471508414,10,-7,24,0
0,1,0.708729506,6,-1,0,1
1,0,0.651501894,10,10,16,1
0,0,0.40898031,7,-7,11,0
1,0,0.009215,10,-7,20,0
0,0,0.2236671,-8,-8,15,0
0,0,0.749731421,7,-7,19,0
0,0,0.105162397,-7,-8,30,0
1,0,0.246126205,10,-8,40,0
0,0,0.038539499,10,-9,0,1
0,0,0.263425708,-7,-9,24,0
0,0,0.889460206,9,7,40,0
0,0,0.113998301,9,8,16,0
1,1,0.766972482,-7,-7,5,1
0,1,0.099173501,10,8,40,0
0,1,0.474361986,10,7,0,1
0,0,0.549137175,10,-9,0,1
0,1,0.033,-6,-10,1,1
0,0,0.173055902,8,-6,26,0
0,0,0.923857927,9,-6,24,0
0,0,0.452049285,10,-7,34,0
0,0,0.836629391,8,-8,40,0
0,0,0.95902741,-5,-9,32,0
0,0,0.045179699,10,-9,20,0
0,0,0.631278515,-2,-6,21,0
0,0,0.096491203,10,-9,40,0
0,0,0.918010712,-8,-10,25,0
0,1,0.0499117,-9,-10,15,1
0,0,0.363636404,10,-10,15,0
0,0,0.455009609,10,-7,40,0
0,0,0.280141801,-6,-7,26,0
0,0,0.048186801,-7,-7,26,0
0,0,0.1960015,-5,-7,32,0
0,0,0.829492986,-7,-8,26,0
0,0,0.1113014,-7,-7,20,0
1,0,0.058723599,9,-6,26,0
0,0,0.983890891,-7,-7,15,0
0,0,0.0383121,10,9,24,0
0,0,0.151333198,4,-9,7,1
0,0,0.860680699,-7,-7,32,0
0,0,0.391608387,8,-9,40,0
0,1,0.985214829,9,8,3,1
0,1,0.398713797,10,-1,0,1
0,0,0.381822705,-7,-8,26,0
0,1,0.031769302,10,7,11,1
0,0,0.575722575,10,-1,40,0
0,1,0.683385491,-9,-9,22,1
0,0,0.564241409,10,2,40,0
0,0,0.088810399,-7,-7,26,0
0,1,0.481448293,10,-7,0,1
0,1,0.669620275,7,-8,2,1
1,0,0.140006706,10,-6,0,1
0,0,0.819966316,10,-9,26,0
0,1,0.30171451,8,-4,0,1
1,0,0.104318999,9,5,38,0
0,0,0.0517224,7,-7,26,0
0,0,0.519404173,10,-7,25,0
0,0,0.086003199,10,-8,40,0
0,0,0.087739699,-7,-10,26,0
0,0,0.030373801,-6,-6,40,1
0,0,0.049900901,-6,-8,40,0
0,0,0.676050901,10,-7,21,0
0,1,0.222016796,4,1,21,1
0,1,0.183329493,-6,-7,1,1
0,0,0.0149508,10,10,40,0
1,0,0.143600702,10,10,40,0
0,0,0.543585122,10,-10,40,0
0,0,0.599945724,9,-7,12,1
0,0,0.315420896,10,4,10,0
0,0,0.0141956,10,-7,11,0
0,1,0.186395302,8,-5,1,1
0,0,0.291666597,-7,-7,25,0
0,0,0.054888699,-7,-7,26,0
0,1,0.0129099,4,-10,18,1
0,1,0.2122439,4,-7,3,1
0,0,0.051945899,-6,-6,41,1
0,0,0.439661592,5,4,30,0
0,0,0.602660894,-6,-7,27,0
0,1,0.225961596,-8,-9,6,1
0,0,0.046184201,8,1,27,0
0,0,0.655476987,10,-7,27,0
0,0,0.025558,-6,-6,0,1
0,0,0.703368127,10,-6,0,1
0,0,0.61734879,10,-6,1,1
0,0,0.350906104,-6,-10,16,0
0,0,0.085494399,-6,-8,41,0
1,0,0.0037673,10,-6,10,1
0,1,0.195015505,-6,-7,0,1
0,0,0.860069871,10,-9,41,1
0,0,0.061182,-6,-9,1,1
0,1,0.601290822,7,-8,0,1
0,0,0.256132513,10,-6,41,1
1,1,0.215651393,-7,-7,0,1
0,1,0.206432596,2,-7,0,1
0,0,0.152173907,10,10,41,0
0,0,0.0222139,-7,-8,13,0
0,0,0.218786597,10,8,35,1
0,0,0.054914501,8,-3,17,0
0,0,0.782100976,10,-6,1,1
0,0,0.033766001,10,-6,27,1
0,0,0.975485623,10,-7,41,0
0,0,0.188463405,4,-9,0,1
0,0,0.926921606,10,-9,41,0
0,0,0.218730196,0,-5,31,0
0,1,0.125236005,10,9,27,1
0,0,0.097347401,10,-7,20,0
0,0,0.811538517,9,-6,25,0
0,0,0.863045871,10,-4,40,0
0,0,0.377378494,2,-8,39,0
0,1,0.130200893,10,10,32,0
0,0,0.322177887,8,-8,41,0
0,0,0.240371794,-7,-7,26,0
0,1,0.47133261,8,-7,0,1
0,0,0.230254903,-2,-9,22,1
0,1,0.442098886,-7,-9,9,1
0,0,0.772067428,4,-6,41,0
0,0,0.055976499,10,-7,26,0
0,0,0.216165096,-7,-8,12,0
0,0,0.170139298,-1,-8,41,0
0,0,0.045603,10,-7,35,0
0,0,0.357565999,10,-6,35,1
1,1,0.018106,10,-7,3,1
1,0,0.0022411,-7,-7,27,0
0,1,0.611359179,-9,-9,4,1
0,0,0.0177141,10,8,41,0
0,0,0.095784903,10,-7,27,0
0,0,0.143198103,10,-8,13,0
0,0,0.512479186,8,-7,41,0
0,0,0.243843302,10,-6,0,1
0,1,0.156541601,8,-5,0,1
0,0,0.501971483,10,-6,41,1
0,1,0.836280704,-7,-7,10,1
1,0,0.754426777,10,9,41,1
0,1,0.116716899,-5,-7,5,1
0,0,0.485500008,10,-9,0,1
0,0,0.322210699,10,-8,41,0
0,0,0.86328721,-6,-10,6,1
1,0,0.132190302,10,-6,0,1
0,0,0.222627804,10,-7,25,0
0,0,0.426291794,10,-6,41,1
0,1,0.683636308,9,8,0,1
0,1,0.915567994,8,-9,1,1
0,0,0.266955912,10,-6,41,0
1,0,0.698085904,9,8,41,0
0,0,0.738775492,-7,-8,26,0
0,0,0.317117095,8,8,41,0
0,0,0.274739593,9,-7,25,0
0,0,0.677648783,10,-6,22,1
0,0,0.131455407,10,-9,23,0
0,1,0.852275491,-4,-6,40,1
0,0,0.945806503,-7,-8,25,0
0,0,0.296154499,10,-9,2,1
0,0,0.930692971,-7,-8,20,0
0,1,0.0198396,10,4,0,1
0,0,0.844838679,-6,-8,41,1
0,0,0.117926098,10,-7,27,0
0,0,0.668197811,8,8,41,0
0,0,0.788848281,-5,-7,26,0
0,0,0.989007115,10,-6,2,1
0,1,0.314438492,10,-1,0,1
0,0,0.455153197,-6,-8,27,0
0,1,0.130213693,-6,-10,0,1
0,0,0.985472202,9,-7,30,0
0,0,0.085478999,2,-7,25,0
0,0,0.430952311,-7,-7,26,0
0,0,0.941814303,8,8,41,0
1,1,0.117115602,-6,-7,0,1
0,0,0.938963115,10,8,41,0
0,1,0.71939069,2,-8,1,1
0,1,0.757652223,-6,-10,0,1
0,1,0.036094401,8,5,1,1
0,1,0.541957378,8,-9,21,1
0,0,0.663945615,6,-7,25,0
0,0,0.622607827,-5,-6,41,1
0,0,0.908616185,-7,-7,27,0
0,0,0.329433799,8,-6,2,1
0,0,0.712149084,10,7,41,0
0,1,0.152278498,-9,-10,1,0
0,0,0.187996507,5,-10,16,0
0,0,0.039835799,10,-9,0,1
1,1,0.031569999,10,-7,3,1
0,0,0.661928892,-7,-7,27,0
0,0,0.4278377,-7,-9,25,0
0,1,0.999568701,8,-6,0,1
0,0,0.0057641,10,8,21,0
0,0,0.3538827,10,1,27,0
0,0,0.392452806,10,-10,16,0
0,1,0.233428597,-7,-8,5,1
1,0,0.697694123,9,-6,1,1
0,0,0.163679004,7,-4,40,0
1,0,0.078621902,10,-7,24,0
1,0,0.112858497,10,-9,16,1
1,1,0.040833998,10,-7,3,1
0,0,0.04848,4,-7,26,0
1,1,0.132836804,0,-7,19,1
0,0,0.198102996,-2,-6,22,1
0,0,0.102173902,-5,-7,25,0
0,0,0.719743311,7,-7,27,0
0,0,0.076149598,-7,-7,29,0
0,0,0.0204813,8,-8,13,0
0,0,0.0582265,10,-7,28,0
0,0,0.537500024,10,-6,2,1
1,1,0.133701906,0,-7,0,1
0,0,0.553956926,10,-7,22,0
0,1,0.215985298,-6,-7,0,1
0,1,0.707316995,10,-8,42,1
0,0,0.96226418,-7,-10,17,0
1,0,0.0394619,10,-9,26,0
0,0,0.767676711,-7,-9,35,0
0,0,0.047860701,9,9,23,0
0,1,0.025196901,10,4,0,1
0,0,0.999820709,10,-9,42,1
0,0,0.049269099,0,-7,27,0
0,0,0.041024402,8,-7,27,0
0,0,0.468432903,-5,-7,31,0
0,0,0.742950201,-5,-7,16,0
1,0,0.0090456,-7,-7,42,0
0,1,0.2430823,4,-6,1,1
1,0,0.128765598,10,-9,0,1
0,0,0.357727289,2,-7,42,0
0,0,0.114522003,4,-7,42,0
1,0,0.638826489,8,-6,0,1
0,0,0.986822784,-7,-8,28,0
0,0,0.370786488,10,9,23,0
0,0,0.148760304,10,-7,26,0
0,0,0.176795602,10,-7,13,1
1,0,0.0151016,10,-7,1,1
0,0,0.0104263,10,10,22,0
0,0,0.70147562,10,-2,42,0
0,0,0.168411002,10,-7,28,0
0,0,0.1265423,-7,-9,34,0
0,0,0.255710691,10,-7,28,0
0,0,0.0244516,-8,-9,14,0
0,0,0.0148993,10,9,26,0
1,0,0.0017027,10,-6,26,0
0,0,0.324559212,10,-6,0,1
0,0,0.670326829,10,-9,27,0
1,1,0.075045303,-6,-8,16,0
0,0,0.0025576,9,8,23,0
1,0,0.031878699,10,-9,28,0
0,1,0.662246227,9,8,0,1
0,0,0.150269404,-8,-9,26,0
0,0,0.099483296,7,-7,22,0
0,0,0.114064701,8,-7,41,0
0,0,0.820866108,5,-8,31,0
0,0,0.129753903,4,-10,17,0
0,0,0.0386016,10,-7,42,0
1,0,0.593965471,10,-9,3,1
0,0,0.420948595,8,-6,28,0
0,0,0.130237505,1,-5,28,0
0,0,0.589189172,-7,-10,17,0
0,0,0.910797477,-8,-9,34,0
0,0,0.55020678,0,-2,42,0
0,0,0.025320901,-6,-9,2,1
0,0,0.338501513,5,-6,31,1
0,1,0.034943499,10,-7,3,1
0,0,0.858552694,-6,-7,23,0
0,0,0.123103097,10,-7,16,0
0,0,0.915942073,10,10,13,0
0,0,0.118574403,3,-8,28,0
0,1,0.0134654,4,-10,1,1
0,0,0.927129686,-7,-8,28,0
0,1,0.217929095,-2,-7,23,0
0,0,0.956895709,10,-6,0,1
0,0,0.094809398,8,-7,30,0
0,0,0.0404137,8,-7,26,0
1,1,0.232542604,-7,-7,0,1
0,1,0.545724392,7,-8,0,1
1,1,0.037321199,-2,-6,31,0
0,0,0.827921927,-6,-8,0,1
0,0,0.734446228,-5,-7,27,0
1,0,0.0006539,10,10,42,0
0,0,0.062466901,3,-7,28,0
0,0,0.227044195,10,10,42,0
0,0,0.073716298,10,7,42,0
0,0,0.662004709,10,-7,28,0
0,1,0.039087899,-6,-10,1,1
0,1,0.032367099,10,8,1,1
0,0,0.949700594,-5,-7,32,0
0,0,0.970647871,-7,-9,39,0
1,0,0.761233926,10,8,0,1
0,0,0.046422001,-8,-9,0,1
0,0,0.0070543,10,10,13,1
0,0,0.057449002,-7,-8,39,0
0,0,0.128600106,10,-7,22,0
0,1,0.494969785,6,-1,0,1
0,0,0.299116313,-7,-7,27,0
0,0,0.0098921,9,-10,23,0
0,1,0.516600609,8,5,2,1
0,1,0.705951691,3,-8,0,1
0,0,0.90554899,-2,-9,24,0
0,0,0.039490599,10,6,42,0
0,0,0.068987697,-8,-8,14,0
0,0,0.242561504,-5,-7,28,0
0,0,0.441666692,10,10,13,0
0,0,0.304621786,10,-10,27,0
1,0,0.003435,10,-8,0,1
0,1,0.349664092,-7,-10,18,0
1,1,0.154700905,10,10,9,1
0,0,0.277133793,8,-5,43,0
1,0,0.060595401,8,-7,35,0
0,0,0.019251101,10,-7,28,0
0,0,0.546139419,10,-8,29,0
0,0,0.0164233,10,-8,15,0
0,0,0.63881439,9,-5,40,0
0,1,0.473543495,9,-5,3,1
0,1,0.778056324,5,-2,24,0
0,0,0.29500401,10,-9,29,0
0,0,0.165087894,1,-3,19,0
0,0,0.186235696,2,-8,35,0
0,0,0.507660925,9,-1,41,0
1,1,0.078056,10,8,43,0
1,0,0.135281205,10,-4,8,0
0,0,0.783440173,10,-7,43,0
0,0,0.321428508,10,-7,29,0
0,1,0.967220187,-6,-9,0,1
0,0,0.077560499,-2,-8,15,0
0,0,0.205736905,-7,-7,23,0
0,1,0.53067261,6,-1,0,1
0,0,0.068855003,-7,-9,29,0
0,0,0.1135443,10,-7,35,0
1,0,0.113752097,10,-6,0,1
0,0,0.375606894,10,-2,43,0
0,0,0.476407111,-7,-9,28,0
0,1,0.0320976,8,5,1,1
0,0,0.250957489,10,9,43,0
0,0,0.318487406,10,10,43,0
1,0,0.561603487,10,-7,22,0
0,1,0.857959986,-7,-7,1,1
0,0,0.875746012,10,-7,29,0
0,1,0.80498749,-7,-7,11,1
0,0,0.108148001,0,-10,18,0
0,1,0.728902102,9,-9,2,1
0,0,0.655052304,10,-8,14,0
0,0,0.0138468,10,-8,29,0
0,0,0.474093795,-7,-9,18,0
0,0,0.567251384,9,-9,27,0
0,0,0.177874193,7,-7,29,0
0,0,0.174872607,10,4,43,0
0,0,0.196134597,7,-7,29,0
0,1,0.758213997,-7,-7,14,1
0,0,0.600000024,-7,-7,23,0
0,1,0.572631598,1,-7,29,1
0,1,0.625435472,8,6,3,1
0,1,0.109063499,10,8,43,0
1,0,0.0025436,8,-7,14,1
0,0,0.493593603,10,-5,34,0
0,0,0.906666577,-7,-8,29,0
0,0,0.472171307,-7,-8,18,0
0,1,0.655485511,3,-7,1,1
0,0,0.300539702,10,0,43,0
0,0,0.112748303,8,7,42,0
1,0,0.022526,10,4,43,0
0,1,0.472163409,9,-9,1,1
0,1,0.30167821,7,-8,1,1
0,1,0.397338688,10,9,1,1
0,0,0.0530008,9,-7,18,0
0,0,0.402925491,-7,-9,29,0
1,0,0.062843703,10,-7,32,0
0,0,0.089768402,10,-7,32,0
0,0,0.394710094,9,8,27,0
0,0,0.928285778,-7,-9,43,0
0,0,0.612903178,-7,-7,29,0
0,1,0.691375077,3,-8,0,1
0,0,0.188067406,10,-2,24,0
0,0,0.441981703,-5,-9,29,0
0,0,0.0128845,10,6,37,0
0,0,0.484979391,7,-7,37,0
0,0,0.242579594,-7,-8,36,0
0,0,0.751155078,6,-10,19,0
0,0,0.334497988,10,1,30,0
0,0,0.080077499,-7,-10,28,0
